dia,t_med,t_max,hi_med,hi_max,num_hr_32,num_hr_33,num_hr_34,num_hr_35,num_hr_36,num_hr_37,num_hr_38,num_hr_39,num_hr_40,num_hr_41,num_hr_42,num_hr_43,num_hr_44,auc32,auc36
2012-02-02,26.134374986092254,31.83749976158142,27.526448733423234,34.492084111084516,5,3,2,0,0,0,0,0,0,0,0,0,0,7.150964223784929,0
2012-02-03,26.225520767768227,31.724999952316285,27.50320086609254,34.148768711341056,5,3,1,0,0,0,0,0,0,0,0,0,0,7.710659118655023,0
2012-02-04,26.28628474937545,31.42499985694885,27.270688613337015,32.994471032,3,0,0,0,0,0,0,0,0,0,0,0,0,1.650621899954822,0
2012-02-05,27.26406250993411,32.87499952316284,28.20745748005233,33.82210712961991,6,4,0,0,0,0,0,0,0,0,0,0,0,6.164858435509917,0
2012-02-06,28.071354160706207,35.0375,29.227505779167263,36.78910510488808,8,8,6,2,1,0,0,0,0,0,0,0,0,21.658459959895154,0.7870117743374124
2012-02-07,26.72656248609225,33.2875,28.742005307908414,36.139558635995314,7,7,5,4,1,0,0,0,0,0,0,0,0,20.358194943233975,0.13918841616714595
2012-02-08,26.059895789623265,29.21250009536743,27.758651829663687,32.63945203160939,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0631662087059772,0
2012-02-09,26.78854165474574,31.637499570846558,28.53871440523815,35.34735951507558,7,6,6,3,0,0,0,0,0,0,0,0,0,17.070308595836288,0
2012-02-10,26.111458349227906,30.049999713897705,28.449622088678897,35.346016614997225,7,5,4,1,0,0,0,0,0,0,0,0,0,12.603960774634743,0
2012-02-11,25.858333347241082,30.849999761581422,27.670116178287703,33.62960773306461,2,2,0,0,0,0,0,0,0,0,0,0,0,2.6452958910364943,0
2012-02-12,24.92291670242945,28.912500190734864,26.59284908474015,33.078430963487854,3,1,0,0,0,0,0,0,0,0,0,0,0,2.179870220531078,0
2012-02-13,26.01302081942558,30.112499713897705,27.966626901040048,34.62874342155555,5,3,2,0,0,0,0,0,0,0,0,0,0,7.626182636798424,0
2012-02-14,26.0661458849907,30.337500190734865,27.50315414540899,33.19614940319779,2,1,0,0,0,0,0,0,0,0,0,0,0,1.4362849569932652,0
2012-02-15,24.901041738192237,29.66249990463257,25.962592716592898,32.38847167081782,1,0,0,0,0,0,0,0,0,0,0,0,0,0.38744113684769,0
2012-02-16,24.25052085916202,28.262500047683716,25.306947596934673,30.982257557944497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-17,24.52656253178914,28.47499990463257,25.836858120136295,31.01933564817902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-18,24.90416668057442,29.13749990463257,26.076884294176406,31.111875038481255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-19,26.35468743046125,32.2375,27.292853626143994,33.41899921823119,4,1,0,0,0,0,0,0,0,0,0,0,0,3.3357413050871716,0
2012-02-20,26.619791644811627,32.63749980926514,27.64581685607902,33.82016736288412,5,3,0,0,0,0,0,0,0,0,0,0,0,6.241285932133325,0
2012-02-21,26.51979171236356,32.35,27.235057948612322,32.253403403537796,1,0,0,0,0,0,0,0,0,0,0,0,0,0.255704485357494,0
2012-02-22,28.043750041723257,34.76249980926514,28.694479365315875,34.468957811111146,6,3,2,0,0,0,0,0,0,0,0,0,0,9.093408472271763,0
2012-02-23,27.06302078167597,31.687499904632567,28.54624690993772,34.510090524230705,4,3,1,0,0,0,0,0,0,0,0,0,0,6.776882758917225,0
2012-02-24,25.537499972184495,29.18749976158142,27.256695876514428,32.076342652885096,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07596097856702921,0
2012-02-25,26.455989609162014,31.149999380111694,28.56351745631498,36.03057495519112,7,5,3,2,1,0,0,0,0,0,0,0,0,13.196891826531049,0.0304938462394861
2012-02-26,29.262500097354252,36.67500066757202,30.108125472161632,36.56319386516275,9,7,6,4,1,0,0,0,0,0,0,0,0,23.38714843706558,0.5616998298098054
2012-02-27,26.193750051657357,28.90000009536743,28.405570632586976,32.78638969101261,6,0,0,0,0,0,0,0,0,0,0,0,0,2.546488068567828,0
2012-02-28,26.835416662693024,32.08750009536743,28.53353251324003,34.8408695087178,8,7,4,0,0,0,0,0,0,0,0,0,0,13.369087638409033,0
2012-02-29,27.143749966224036,33.0625,28.324923609984253,35.40475824261115,7,6,3,1,0,0,0,0,0,0,0,0,0,12.490182317036451,0
2012-03-01,27.70989588697752,34.8375,28.866622200305113,35.57699800773038,8,7,6,5,0,0,0,0,0,0,0,0,0,21.59610978498089,0
2012-03-02,27.167708341280626,35.26250076293945,28.321519299942555,36.010553559434584,5,4,3,2,1,0,0,0,0,0,0,0,0,11.793166308113012,0.0105007970213306
2012-03-03,25.73177088896433,28.512500047683716,27.749094780347807,32.61583724971772,4,0,0,0,0,0,0,0,0,0,0,0,0,1.3095704653974116,0
2012-03-04,25.003124992052715,27.187499904632567,26.21939741783039,30.718271697336913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-05,25.433854182561237,29.262500047683716,27.072129447337982,32.879454675597785,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8874407449915407,0
2012-03-06,25.117708384990703,28.675000047683717,26.63714721104917,31.661264535371835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-07,24.355208367109302,27.387500047683716,25.621493381494975,29.621531570026352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-08,24.611458351214726,28.075000286102295,25.781996444601333,30.822736777892267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-09,24.607812482118604,30.374999713897704,25.80056298650442,33.24252136844455,2,1,0,0,0,0,0,0,0,0,0,0,0,1.2448120988019917,0
2012-03-10,24.310416646798444,29.449999809265137,25.435621963394187,31.145870434283328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-11,24.99739584922791,30.575000047683716,26.26535705603766,33.32074029505558,2,1,0,0,0,0,0,0,0,0,0,0,0,1.483427656429095,0
2012-03-12,25.282291662693027,29.21249976158142,26.891975666774268,33.47054050179557,3,1,0,0,0,0,0,0,0,0,0,0,0,3.0626584552037728,0
2012-03-13,25.238541630903885,31.57500014305115,26.708157531731867,33.710769502862455,4,2,0,0,0,0,0,0,0,0,0,0,0,3.740404895565762,0
2012-03-14,27.116666700442636,33.8,27.950587641728635,34.35322047404734,6,5,1,0,0,0,0,0,0,0,0,0,0,9.485199687358335,0
2012-03-15,25.74166663885116,28.97499966621399,27.151096277744724,32.646237139449276,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6430062834312154,0
2012-03-16,22.983333369096115,24.487499904632568,23.939864993176347,25.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-17,23.361458361148834,26.262500047683716,24.215130792678583,28.330220784056724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-18,23.224999968210852,26.300000047683717,24.113433366884635,28.10784758716441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-19,23.184375009934104,26.675,24.06158829577421,28.456943940824463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-20,24.55416664481163,28.63749990463257,25.579049450704716,30.48596790681922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-21,25.733333295583723,31.799999475479126,27.059042657497198,33.467298055235545,3,2,0,0,0,0,0,0,0,0,0,0,0,3.4820234766372606,0
2012-03-22,27.37968750198682,35.5625,28.934089948603702,37.03129664241551,8,7,5,3,1,1,0,0,0,0,0,0,0,20.97645964925232,1.0261406853215054
2012-03-23,24.758333275715504,28.25,26.435364327696323,32.19724744276732,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2666363562780703,0
2012-03-24,24.895833383003875,28.925000190734863,26.604832453360718,33.29787407955562,2,1,0,0,0,0,0,0,0,0,0,0,0,1.4035123292750546,0
2012-03-25,25.606250011920924,29.612500190734863,27.34200861413537,32.554361769944435,3,0,0,0,0,0,0,0,0,0,0,0,0,1.213541123406072,0
2012-03-26,25.93750001986822,29.512500047683716,28.274958176105855,34.50478645205878,5,5,4,0,0,0,0,0,0,0,0,0,0,11.197002912214106,0
2012-03-27,26.560416658719387,33.04999961853027,28.397898685534944,35.34952507687112,7,5,3,2,0,0,0,0,0,0,0,0,0,11.69134422030841,0
2012-03-28,23.15312499801318,26.012500095367432,24.20993151721385,29.162234004399355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-29,21.68802084724108,24.5,22.336221049516286,24.92277777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-30,23.52552085717519,26.612499952316284,24.618555076524384,29.139510497137813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-31,23.832812507947285,25.950000000000003,24.916377385853462,28.20393542923555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-01,23.407291674613955,26.600000190734864,24.3962203812243,28.208350999437876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-02,24.291666656732556,28.762499952316283,25.591688172071695,31.499177511648227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-03,25.19583330551784,28.21249990463257,26.83774216352164,32.068087811111056,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06774740679063536,0
2012-04-04,25.844791644811625,30.6,27.413513112848054,33.66725780615112,2,2,0,0,0,0,0,0,0,0,0,0,0,2.7053605590989327,0
2012-04-05,25.21197914878527,29.84999990463257,27.024965438170444,33.139004142028085,4,2,0,0,0,0,0,0,0,0,0,0,0,3.3468702124357863,0
2012-04-06,25.792708315451943,28.36249985694885,27.664142717099807,32.497690946805584,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4963706769742455,0
2012-04-07,25.211979146798452,27.58750009536743,26.41486883257734,30.621824578444382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,25.376041646798456,30,27.008090681935474,33.88337332563552,4,2,0,0,0,0,0,0,0,0,0,0,0,5.161997195732155,0
2012-04-09,24.82031253973643,27.96249990463257,26.437060554779563,31.891090598957845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-10,24.455729132890706,28.28749990463257,25.881326718308554,30.915363245315643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-11,25.065624966224032,28.912499809265135,26.44625068669735,31.392655254995642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-12,25.876041658719377,30.11250009536743,27.418223809924886,32.45097729044447,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6579536018757337,0
2012-04-13,25.39635419050853,30.312499713897704,26.805714556956925,31.73382678712054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,25.716666668653488,29.65000009536743,27.509852003366905,33.59741621643561,3,2,0,0,0,0,0,0,0,0,0,0,0,3.649714636554423,0
2012-04-15,27.049479184548062,34.73749952316284,28.47730403111191,36.13326194451116,6,5,3,2,1,0,0,0,0,0,0,0,0,14.509577419993033,0.1325957027724569
2012-04-16,23.3416667441527,25.112499904632568,23.970474593860132,25.7584026728736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-17,23.21250000198682,26.637499809265137,23.889381589786492,27.90055839486655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-18,23.304687503973643,27.537499952316285,23.895835302246507,28.701797556289115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-19,23.392708355188372,28.325,23.934559564807994,29.44326908396515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-20,23.543229194482162,27.937499952316283,24.197637249856225,29.16058948178845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-21,23.39947910308838,25.62499976158142,24.104955574546008,26.774699094199356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
